10000 100000
3328 6983 10
5937 8253 5
6132 4087 2
368 5263 3
4012 9202 6
5335 1496 6
2826 1228 5
4249 422 3
2747 8368 6
1377 6586 4
8915 5561 5
1705 7364 5
5220 5863 3
6376 8014 4
1315 2438 9
4903 7052 4
2301 2212 8
2410 1629 2
9431 1839 6
6229 3934 6
5822 1356 6
9138 9389 7
2330 4481 5
9465 9364 6
82 1666 1
589 1179 2
8458 5621 10
5158 7654 6
9429 6632 3
1354 2281 7
4454 7789 5
8893 5375 5
2969 2873 3
3965 5536 3
5869 6702 7
5529 6342 6
2913 2581 5
7732 498 6
4526 6917 3
2070 7470 10
7367 7101 7
5449 4677 3
8077 5712 3
5484 9684 1
6719 4018 8
2239 9505 8
9012 9307 6
6733 6214 6
5594 9740 6
4503 8895 9
95 8305 4
5681 8878 4
246 8895 6
570 8467 5
1062 10 3
9733 7438 2
4841 4147 6
4062 2819 6
5387 6667 10
687 8614 6
1313 5572 7
6143 9412 6
5688 3000 8
6989 3931 6
8584 6922 6
7474 530 6
3772 3931 10
2420 638 8
8187 6632 9
4686 876 8
4973 6103 3
3069 7385 10
2686 5702 7
8857 6113 3
3647 1377 2
7947 9349 10
1454 4416 7
1338 2299 7
4813 5607 6
7905 2500 10
6421 5888 7
8955 1034 6
129 2836 8
6439 3940 6
4758 663 6
5766 9785 10
1337 8758 10
3407 6822 4
5573 1500 8
2366 8270 9
7345 3723 6
9763 5738 3
314 2949 8
5471 3146 8
3744 2436 3
290 9276 4
6175 7104 7
8767 477 8
6858 1340 9
2449 8258 4
2568 9462 4
2399 3296 9
8271 437 6
8836 5757 3
365 7940 7
7981 1769 9
1368 3769 4
4633 9813 6
7299 3371 4
7092 1085 5
9196 7711 9
9735 6802 3
4976 279 6
8277 2468 7
2184 6772 1
9694 377 9
7361 7176 10
2171 2081 9
6190 1036 5
5679 5811 10
8430 5306 10
8081 1222 3
2807 1328 2
3661 550 9
8504 2993 7
271 2093 5
7075 8947 8
6076 3141 6
7453 6476 8
4420 8450 6
4316 3187 8
9018 5708 6
7938 6089 9
8517 7480 1
3668 104 9
3120 1014 10
3465 5767 3
4586 768 5
4048 5866 3
8187 4770 10
1307 6801 8
758 8691 10
8406 2827 3
8529 6579 5
4708 5640 7
5947 9515 3
7927 5311 4
6065 3961 7
3207 9272 3
5773 4440 9
8296 7480 6
5737 9774 4
6528 9518 5
9483 8634 4
7002 543 6
5391 8886 10
259 2105 10
5723 67 5
9593 9664 9
9907 8282 3
2537 2851 1
5318 62 2
3848 7819 1
882 8334 6
6349 7806 6
7642 764 4
6437 4174 3
4619 1115 7
6232 5772 10
5532 2042 8
1399 9645 4
1014 7958 2
2744 6461 2
2637 7357 8
2338 7996 10
1538 572 7
9517 7482 10
9412 4860 4
228 1209 5
1674 7732 6
746 7088 5
8296 2475 10
4422 4521 5
2919 679 2
8701 2777 7
1037 6675 3
8497 2439 3
5691 2826 10
745 9404 1
8809 2359 7
8308 58 10
9748 7744 6
3914 9067 10
2514 6671 2
8772 4320 7
7634 4365 1
8469 9878 10
7026 9173 1
6435 331 7
3796 2563 2
1170 8730 10
376 7847 4
9353 709 5
9423 7883 1
8601 4754 10
4795 6004 7
8819 1734 2
9228 6839 7
6557 757 7
1552 1353 8
4062 7581 6
360 6593 4
3695 9675 6
4646 6180 7
4692 7121 3
3370 8572 1
1253 2639 6
2317 2303 2
3166 9609 2
3795 3189 2
2140 2984 5
5029 3371 7
6162 80 6
9013 858 6
1851 2177 2
4097 7266 8
1859 1059 7
530 8813 1
5569 4291 1
2491 7735 8
3924 1630 8
1603 807 6
5150 2930 8
4805 4400 8
837 8467 5
2834 4764 1
3254 9883 3
8983 7926 8
6261 7723 3
8211 377 1
997 9750 8
3865 9338 9
8359 9054 1
2829 7172 2
3530 7608 3
5514 175 8
2180 8281 9
6640 3031 8
8272 960 8
5349 5764 7
6926 7858 8
3331 1860 7
791 5300 3
550 6107 2
6022 4541 1
1283 4075 9
8599 9042 6
9076 2808 10
341 4825 3
1483 5258 8
9465 3761 8
4431 6085 2
8528 9673 4
2009 1954 4
9604 4728 9
2377 7481 3
4368 8425 1
1590 9451 9
3621 2439 5
43 5336 9
329 2300 6
8834 9945 3
2278 4315 3
4309 6797 2
4281 273 3
2949 1615 1
7695 5388 1
8269 4275 10
5672 6724 3
6026 4682 2
9809 6407 9
6326 4117 10
4299 8402 4
562 4378 2
9623 4622 1
6450 3992 6
1565 6064 2
6487 4956 3
1347 6042 7
5273 4253 4
1679 311 9
4650 1877 1
2473 4743 7
4080 7501 9
1583 2101 6
3155 9039 9
3403 4300 3
7195 552 7
7450 2174 4
476 2746 8
2771 1243 9
1944 2678 3
5978 1974 5
1290 4201 5
7473 9848 9
1832 9991 6
8530 4620 8
1893 7514 8
1707 7081 10
738 8677 8
3134 3368 6
9034 6992 1
6982 2149 8
71 614 5
9762 8126 4
3653 7381 10
1990 4010 5
497 9694 2
7362 8348 3
6389 7362 5
5535 1053 5
1797 2287 7
7833 1102 1
8447 8852 1
6385 805 7
4632 1453 6
1553 6472 7
9282 1345 5
4062 2182 1
6343 6590 3
8066 3762 2
3198 5439 4
6088 6507 7
4265 2231 6
3446 6354 6
7274 9923 1
9958 7637 3
3540 9625 6
6194 1202 10
4648 6660 3
3944 273 10
61 4807 1
2601 1845 7
1252 5996 5
4251 3200 10
2554 8867 8
8336 4590 9
4845 8477 9
5865 2978 5
5731 8344 2
6315 3832 1
7191 5326 10
4016 6301 7
2449 9072 9
9814 126 2
9053 5360 7
1017 6394 10
2539 6352 1
2660 9267 3
7597 9655 5
1803 9350 5
2883 6591 6
1746 3569 5
3962 3040 3
3102 1378 5
6974 8969 7
9929 4454 6
6330 7734 9
5694 439 8
973 2927 6
4532 5535 4
5799 5340 4
7420 1412 9
7673 8632 4
1542 5743 8
1383 4476 10
7961 775 2
4243 1085 3
1443 1575 6
6615 9701 2
9728 6012 3
8588 127 4
9736 68 1
3167 4789 4
7108 9821 9
4414 7942 5
8906 5913 1
3852 5666 4
4551 3966 9
5868 3308 2
128 1450 9
4373 4432 6
8477 1640 10
7564 818 6
6624 8192 8
9343 4425 10
1141 5314 5
6606 7400 7
8864 4397 4
9984 2954 7
7294 9951 3
8299 6133 1
3699 8383 9
2445 3805 1
3362 4645 7
5492 3071 10
6940 9365 7
7227 9144 5
2366 5356 9
4852 3510 7
5760 4455 3
2462 2273 2
6841 7237 6
6535 8440 4
312 6303 5
4446 7633 6
6511 604 4
3576 8001 4
8490 27 10
3949 30 7
5755 6117 8
1511 1829 6
9744 2729 8
7569 1244 1
4291 8161 1
5625 5715 8
7921 4852 9
7560 4677 3
2691 6478 10
9206 495 3
6798 605 7
8452 1868 5
1302 6049 4
8737 7482 1
7785 5909 9
3634 6957 7
8256 3482 7
2316 7837 9
2897 9040 4
1791 137 2
280 9471 9
5408 7446 4
9836 8929 5
7579 3236 8
7701 934 7
193 503 8
6769 3197 8
1779 1984 7
5752 8064 5
2572 7990 10
6907 792 3
7058 945 4
6160 4567 1
7924 4762 9
9450 9960 9
546 1073 8
6581 4977 5
7516 7343 7
7859 9919 3
7964 3642 10
7611 1370 4
220 4663 6
3057 1629 9
2983 4602 1
1296 2038 2
8844 5050 5
5074 1041 2
2488 4094 5
2504 9778 9
2678 529 2
2358 806 4
9942 5589 9
9860 418 2
7898 467 2
4132 4431 3
1154 8138 4
4680 8662 9
2340 5231 10
8838 1667 3
6660 9388 6
2085 8190 10
1829 9879 4
1601 9555 4
6589 8137 3
8028 6920 5
3292 2545 5
4401 2597 9
30 460 2
4258 5230 4
374 5856 9
4019 7748 5
4317 9545 3
8529 9075 9
1330 886 8
381 1721 7
8119 5411 9
6490 1195 5
687 9796 4
343 9610 10
8641 696 5
1272 8074 4
9120 206 10
632 5668 1
3511 1389 4
199 2507 10
9744 7231 1
1492 442 10
9321 3322 6
7100 3071 4
8427 8664 4
7879 5069 3
817 4278 2
552 8195 8
7637 8587 9
6490 9425 3
4023 8356 10
485 3575 2
7723 8740 9
9366 6520 4
4746 1442 10
7107 4443 9
6769 6586 10
1361 8060 9
2230 2408 4
471 8245 9
5092 2721 10
9019 7457 5
1813 7606 7
84 1549 9
8809 7151 5
9642 748 4
9735 4184 10
3900 4697 4
8702 5744 10
9292 2476 4
5416 200 3
3293 7680 9
3778 7012 4
7864 5731 8
5133 3185 1
3053 5589 7
2543 9186 7
527 939 10
413 5002 10
8731 525 9
1546 5709 6
4543 3621 6
5257 5549 9
196 636 5
9137 4660 10
7828 4474 2
48 2187 3
5849 612 7
7800 3638 5
3744 257 6
2502 8496 8
2504 9811 10
4763 5704 8
2480 7523 2
4677 6909 9
6943 2246 7
289 7319 2
2667 2284 3
1054 4114 9
4574 6238 10
6883 6132 2
9099 731 1
8753 1929 6
3661 7461 10
7591 7858 3
8206 4335 3
6742 5407 4
6252 4728 7
4067 7879 7
9498 5984 1
7445 7588 1
2714 9885 10
7964 6437 3
8375 7565 8
6990 6665 1
1767 6935 6
2903 6391 7
1468 5360 3
4831 4413 10
2934 6198 8
4106 7384 10
1194 6182 1
1788 8871 9
4768 6753 9
8799 3698 9
5572 891 1
2504 7976 10
5985 116 4
4766 6051 9
1134 3687 3
452 2177 7
1512 8233 1
2845 9145 5
5399 3070 9
1510 7263 1
1475 1616 7
8088 2728 3
2788 8697 8
4282 4019 1
5723 9979 8
7221 901 9
2239 802 5
6639 4747 5
3273 5168 8
7900 4170 5
1631 259 9
1010 2601 2
5671 4477 7
8856 2294 2
9837 2926 10
9585 7996 7
5589 9174 7
6892 7153 3
5455 379 6
6609 1297 7
5943 4754 10
5654 7216 9
5935 5936 1
1794 2518 2
1900 1933 6
8261 7475 3
3605 3599 7
3164 565 7
1120 8772 6
7849 2974 3
6415 7525 2
598 9466 2
2269 9143 1
6618 1408 3
1718 8967 2
3267 4851 2
5484 1285 8
2979 3681 5
6082 6235 7
1489 9297 7
1707 3206 9
8859 1994 7
503 4850 7
4988 2544 2
664 3777 2
6306 1937 10
6086 9704 4
4326 9091 6
5905 4386 3
9840 2440 10
1013 4306 4
6865 5122 6
1104 210 6
843 5198 7
307 8796 10
5616 3620 1
4726 9068 9
3932 8151 9
632 9672 9
2006 8984 10
3483 2983 6
7300 6264 5
6916 1807 2
8475 1298 10
443 2739 8
2546 5136 2
1320 4868 7
4944 3274 5
8731 22 6
9905 8245 6
3052 1614 3
6247 2851 7
6855 9624 3
8845 6845 4
1152 5281 10
5486 5905 1
3549 7726 7
9686 9378 2
9906 6379 10
4463 353 8
4769 8032 5
759 5633 3
4577 9950 2
6538 4046 2
6529 2898 7
3343 7793 8
5989 7118 4
4802 1122 4
9805 1269 10
1103 8452 10
2314 9236 3
1238 7735 1
368 1448 5
4148 4424 7
154 4136 6
3775 669 4
2015 4887 4
1450 8804 1
5118 7255 1
9077 2677 3
1226 1516 8
2087 3294 6
4121 5678 7
4411 1910 3
9835 5630 2
6652 1400 6
2526 5870 2
9939 7245 2
9810 4527 6
1601 449 9
1733 7801 8
8622 3352 9
3965 1639 3
5393 9714 5
4177 5609 10
3878 5387 6
1056 9892 4
2445 2494 1
5538 6786 5
2224 3542 3
436 9698 2
3191 235 3
7093 9918 10
3726 1197 3
1786 8378 6
6599 4444 1
2584 204 7
9747 1133 8
3213 8412 9
9358 81 4
582 4531 1
4186 9736 2
6688 1224 3
7724 1013 3
4788 9401 3
7697 7535 5
6423 8526 10
6210 9249 6
4079 7834 1
2510 6358 2
20 2342 5
4769 627 8
169 4340 3
5731 2834 8
2182 5488 2
3769 3512 6
7455 9813 6
5061 6739 4
6736 1131 5
1161 7847 9
577 809 5
2330 6682 9
9612 39 1
4218 6278 2
6201 345 6
7839 8499 2
8811 8817 5
9716 8612 5
7462 8312 6
8731 888 8
1855 1474 2
9555 6112 7
5176 187 2
5526 7061 10
5844 9933 1
8718 608 3
3805 5749 9
698 3753 7
8329 9132 4
5472 6574 2
5258 141 5
5794 6142 2
5892 7654 6
6297 5788 9
4916 7436 4
2021 9714 8
1968 315 6
4393 4057 4
6203 2348 8
7962 6896 3
3512 7284 7
1902 9203 2
8518 8989 8
6028 1167 10
2283 9479 4
3296 4147 7
2518 9584 10
6377 1929 10
3997 1447 6
6419 6255 10
4678 1094 1
2327 464 2
8904 4597 9
1815 7217 8
6320 5747 10
6857 4543 8
356 1165 1
1203 3165 9
2052 4335 2
7795 4178 5
2258 5825 6
1863 7012 5
3550 590 6
5667 6960 2
2696 3420 10
9875 7375 2
3951 4039 10
5860 6650 6
2747 8398 10
4734 8328 2
5157 2108 3
6157 2260 1
2522 9498 5
4623 3774 10
4979 7004 7
733 9904 2
6156 4254 3
3628 1774 5
5367 4939 9
4100 9202 10
162 9865 7
8520 1634 5
6468 9804 4
1776 5895 6
2171 7230 4
9578 2931 2
259 335 7
9604 4149 9
2453 9434 7
1316 7245 7
4474 2628 3
7122 6241 1
4938 3778 9
3499 5573 7
6634 2122 3
60 7298 2
6581 2374 1
3316 2455 2
7074 588 1
7787 6772 6
7296 6218 3
6906 5569 2
9996 1113 10
5728 7953 5
3414 3560 2
9423 2738 1
3904 2915 3
9505 3315 10
5409 35 4
3109 4837 10
2382 13 6
3269 5742 6
3735 4214 8
1746 5248 4
1475 81 7
8192 1905 7
2844 623 6
8294 2683 7
6273 1651 1
4607 2626 5
7464 6314 2
5426 3626 6
6663 68 4
9791 8731 1
2624 2842 8
7961 5450 9
9640 2028 6
5079 7915 3
4930 4997 5
790 2283 2
7126 4209 7
4799 1268 8
75 7699 8
2268 2323 8
7910 6724 2
4468 4771 4
3099 9992 2
8832 6153 2
340 4919 4
1575 4476 7
2442 2609 5
3568 6182 10
164 907 4
2353 13 4
2179 8964 1
4512 1810 1
3079 4308 4
1477 9614 6
8777 4473 10
4632 437 5
5288 3614 6
560 586 1
7396 2985 3
8310 9150 5
2678 475 10
1306 6318 6
2994 3688 10
9051 7213 3
5265 7171 1
6657 4535 1
2910 1341 5
1100 7218 8
6968 8128 2
7505 3416 9
3035 7474 8
2046 6334 5
4024 23 4
8758 8410 6
2701 3807 2
7224 8467 8
9997 3386 3
494 7966 3
3922 5708 2
6066 7642 1
3428 5461 10
4763 2034 8
5621 8151 8
9842 2039 10
6913 5388 3
5167 1878 5
5641 4517 7
9904 6269 10
3797 3586 1
6930 1082 8
6439 6017 3
731 4379 2
7165 3920 9
5005 9969 7
1968 5869 6
9411 1603 6
3670 5272 6
3676 1062 5
7182 1386 8
9919 2566 5
9619 5142 7
2210 5953 3
116 2127 4
425 7606 9
6350 6231 5
6719 8755 6
4739 2283 2
7625 2937 3
7187 8734 7
3251 9173 5
3011 2950 6
6217 791 6
28 8091 8
8960 2861 8
1903 6365 9
3495 4638 9
8536 9053 1
4435 8554 1
1591 5029 10
9605 7224 2
2411 8062 3
5934 4464 1
4025 1254 10
697 324 3
3293 2573 4
7706 4741 4
6949 580 9
7903 2903 2
6818 7295 6
7034 6615 1
6529 9757 5
6303 5252 2
448 8619 7
2735 8059 2
7785 4688 7
7646 1418 5
2772 3237 7
2333 1395 6
3235 6946 3
1041 7446 3
5241 9327 8
7702 3686 3
9736 6070 4
1887 769 7
6386 9332 9
2945 5005 10
9200 3788 9
3725 3865 3
692 6276 2
9983 8869 1
9470 4230 1
7508 6889 6
8145 8250 10
6749 8379 9
664 3458 9
2732 3688 5
3250 7230 10
7296 2535 9
9166 628 1
4446 4951 6
6264 6272 2
7153 4813 5
1134 9973 3
6579 7937 6
3074 4610 5
6964 6308 8
787 5549 6
3165 9454 7
4859 254 7
3656 1068 10
8020 5732 9
3664 2351 1
7598 5656 5
9129 9688 4
6661 6784 4
1924 2574 10
4393 4521 4
5149 961 5
2875 8403 4
2748 275 4
8370 1906 3
9745 1252 2
2575 1993 8
5406 9021 5
9658 8152 8
7747 7741 8
2190 1396 7
7537 1834 5
3071 6503 2
7908 9787 1
3948 5462 5
2158 2278 5
1731 566 1
209 8708 2
1230 9700 2
3805 4861 8
3966 6837 6
631 578 1
5256 253 10
5270 1650 1
4626 9513 6
6387 7228 3
5035 4372 2
7273 1250 10
9049 1090 6
8236 6901 9
6005 9541 7
7035 8749 3
2536 111 6
9130 1529 1
3928 6486 10
1133 4510 7
6171 9191 9
9700 6675 8
5555 9370 8
2484 9278 8
5682 7713 3
9921 9158 5
6406 6661 10
5117 353 5
3907 9078 1
996 4764 5
4841 5315 5
8453 3277 8
1615 3864 2
608 1816 2
2440 1459 8
8924 1666 3
181 7133 6
1391 3139 2
8955 1077 4
3702 6883 6
7215 4074 9
1087 6408 1
3490 139 3
8698 8054 5
9338 9422 9
8045 1312 9
8379 8994 2
9126 7737 10
2433 2407 3
6228 4617 6
1761 4538 9
3624 5764 1
6074 5027 9
5678 1898 5
9669 6071 3
7955 314 10
679 4047 2
8238 978 2
8970 958 4
2763 9133 1
527 3057 5
3464 4476 4
4353 6693 10
3092 4893 3
806 2589 1
2311 5368 10
9153 679 7
5734 6800 5
7479 1407 9
606 9163 5
8537 730 6
5984 632 8
2385 5648 8
7620 7437 8
1908 9102 9
3009 6281 5
4216 2034 2
9981 6754 2
2435 6310 5
2187 3449 8
929 6208 9
1034 6282 9
1394 30 7
4672 6593 3
5972 3650 9
5434 7367 3
3814 6939 1
6929 5905 7
6676 7764 3
2011 3137 1
2812 1703 10
5849 7061 6
9842 8032 6
7165 932 1
7167 8331 5
1162 2440 3
3186 8661 4
9167 294 9
3457 2755 9
9403 7839 3
2684 3908 1
9246 3976 9
8326 1066 7
973 9698 3
5571 7393 4
5457 1176 1
4360 257 2
5957 5961 6
3169 5234 2
1912 1004 6
7616 8126 9
5645 5913 2
7720 4321 7
5962 989 4
1260 3760 8
5472 9176 1
6881 7007 2
6451 5124 7
9750 7235 3
6844 9492 2
3950 2235 6
8716 1074 9
4451 2595 8
8380 8168 3
7445 2632 5
8514 5517 8
9389 4158 1
6900 6708 3
9312 5846 8
3215 6607 5
7003 4151 1
1995 2170 10
3358 1694 4
6014 3082 2
1455 7090 8
5796 6795 4
5108 3475 3
5529 9397 8
3476 5377 2
2654 8391 7
5953 7051 1
3675 6048 1
597 4399 10
7093 1805 9
2506 9958 6
3914 7116 2
7774 6819 1
5965 9006 3
739 8265 3
3963 960 1
3274 8749 9
7613 6272 8
4683 3533 4
5727 7506 2
6248 5176 3
5321 2520 7
918 2349 8
6999 7800 3
2680 3590 6
9094 1653 7
1981 1951 4
3420 3623 9
652 1284 1
539 3376 7
4615 1072 10
5150 5163 5
5990 3693 2
3787 7992 7
7903 784 5
2805 3877 7
4763 4125 4
7074 2601 9
5523 9313 5
7673 6245 3
5478 8010 7
6792 7181 9
362 1493 9
2596 2071 8
8819 997 10
6951 9182 2
3581 8834 4
6352 4618 8
2062 4203 10
1587 3913 9
1485 4038 5
9647 947 2
2452 1035 6
5794 3362 4
2305 7928 2
2564 5850 8
3636 4792 9
5610 9891 9
8322 4909 6
6721 9392 2
8915 3357 6
8387 8028 5
886 9283 6
3977 273 2
9438 3996 4
1149 922 3
5106 129 8
3402 30 7
7782 9305 4
232 2245 4
5719 3970 6
4806 2519 5
4572 6842 7
663 2845 8
1360 3473 9
3943 8670 6
1590 6766 6
1182 9405 9
6781 23 6
2527 2374 5
1039 3139 5
114 7451 1
3046 2606 8
1727 9974 4
1052 4532 1
7398 2355 4
1254 789 3
5187 3966 3
1681 5257 10
1398 2175 10
941 3580 6
1199 2482 2
5690 4243 5
7848 6123 6
243 1124 5
8000 3943 7
501 1017 5
4194 8445 2
5898 8743 7
9585 2810 6
1626 9225 8
6615 6266 7
7891 3775 7
3996 2376 5
6950 5882 6
8497 533 6
5581 1767 4
4101 5295 5
5109 8880 2
1943 5513 7
8350 625 6
5149 2992 1
7057 855 3
5997 999 7
3778 5903 2
3705 9556 6
9132 6092 3
205 2801 9
8355 1341 6
1617 8666 4
8249 2579 2
4797 73 9
7242 9430 1
2657 931 1
2049 324 9
2200 9021 10
676 4339 5
3894 3102 2
5070 9917 6
9368 2373 1
8991 3636 5
5825 3509 1
7558 6134 8
6522 6852 4
6086 2140 7
9151 6143 9
8052 7033 6
8915 2147 7
8016 7240 9
2013 3135 4
9842 5462 3
2013 8427 6
6563 1215 3
3741 1460 4
4008 205 10
4969 4820 5
4581 5282 3
7188 2825 6
460 794 4
0 4319 6
3964 707 9
5940 1625 6
2077 5259 7
1844 4802 7
845 4014 8
1645 9935 6
1237 9923 3
699 6955 3
918 7826 4
6510 1577 1
6457 1317 3
9206 5068 1
3025 6553 10
3995 6260 3
3070 3928 6
1512 9263 9
4168 7765 6
6404 1114 7
1633 7352 4
9256 9646 6
8417 1697 5
4032 9714 1
7818 7599 6
8700 8527 1
602 4713 8
6495 5224 7
974 8207 7
9234 5334 3
1762 9359 6
8762 6125 2
6267 1409 6
7149 3520 10
5236 4714 2
830 346 1
7303 9969 5
8310 4813 2
1604 3819 2
3034 5061 6
3076 8513 4
5763 8175 1
1080 5058 10
4817 3254 3
3854 6177 7
2387 8178 9
5193 4114 10
3275 9756 4
4638 283 9
5286 690 2
2987 8348 10
4863 7459 7
9090 6367 2
7427 6009 9
9517 8120 7
2869 486 1
1917 7375 7
9743 1704 3
4462 1970 2
5159 2994 3
8278 4583 6
6948 6377 3
1051 9987 6
8904 4356 4
5707 6829 9
8402 9883 4
7522 5707 4
2528 5519 4
5476 4137 3
6495 8285 9
5928 2226 2
657 999 4
7150 7814 8
589 6591 9
5068 6986 1
1661 4426 5
6610 3311 7
3585 133 3
151 6398 10
2989 2220 2
2039 5994 3
8921 5115 5
5748 1471 9
7083 6780 4
2421 9952 1
8724 279 4
6011 5087 2
4804 6997 10
3859 5524 2
3408 3675 7
1206 6796 7
6811 2692 6
2030 4497 1
2336 6809 1
1595 6788 4
7063 7658 10
668 4166 2
8932 9943 8
2185 3713 3
4458 7572 9
2964 2342 2
819 7274 10
9920 1090 7
1853 3575 4
5381 4977 10
7524 9948 1
7980 3713 3
934 2721 8
8822 6390 6
5775 6646 8
3557 8739 1
1225 326 10
5621 931 8
5203 2220 6
7042 1026 6
5945 940 8
874 3734 1
6691 8239 9
6153 5271 9
6970 1250 2
5732 8918 2
9814 4618 9
5529 2092 4
2965 173 2
2986 448 3
2514 1635 2
4820 5269 1
8880 4909 8
9694 9179 2
8338 2908 4
788 8145 5
5877 4937 2
8174 6526 9
4010 9689 2
8628 4110 8
7688 2940 10
2757 5226 5
2874 5122 10
5478 8537 6
1913 5547 8
1663 1576 1
4340 2819 3
1805 3991 8
2956 1766 7
5249 7451 5
4142 5578 1
9387 8799 8
855 5759 2
4793 7177 10
9287 6934 3
6641 3762 5
4068 4693 6
6779 7540 8
1298 2503 10
9306 6297 9
8830 9954 9
8814 4707 6
6037 1220 3
999 9390 5
9484 2393 9
3580 3693 6
3610 7056 8
2464 9804 4
3209 2004 4
1932 2626 3
8334 2623 5
6141 5621 9
8625 6412 4
9160 3026 5
5773 3778 2
5230 5654 4
450 2410 8
8890 4093 4
2495 963 2
6456 4966 8
5825 31 8
6423 5377 7
6668 6559 8
805 1340 3
2935 5595 4
6450 4019 7
570 9919 7
1010 6066 3
1535 3124 1
3627 7856 10
4027 8613 3
5746 4694 7
5161 6230 2
3626 7554 5
1289 6776 2
1703 9811 1
7669 1814 5
1316 5224 8
6222 6539 4
4186 4105 3
876 6531 4
779 6242 5
2904 7234 9
1504 9792 8
5545 5477 8
6757 775 9
5507 1437 10
101 4144 9
7026 8982 10
820 9690 8
2233 1245 7
9142 5055 1
8172 563 2
1668 5121 3
1430 6098 4
7375 3024 3
2126 2513 2
9286 1016 6
3306 1998 4
1899 8092 10
2477 4735 8
2479 9954 1
5511 1059 5
4032 3409 1
5849 9284 9
8828 1659 1
5470 4372 10
9405 7553 9
7586 1203 7
5760 2882 7
9268 5820 8
2461 526 1
5673 7929 6
5852 8394 4
7117 6891 9
6611 7219 1
256 6629 2
7695 4309 3
6163 8455 3
5669 5516 4
1701 2933 9
734 3063 6
9246 4538 7
1801 6307 5
2613 4921 5
5895 7585 6
7181 9527 8
3699 8273 9
522 2881 7
8051 6327 9
9657 1266 8
4510 3911 3
7472 215 7
6394 2300 5
1376 8334 3
1024 3421 5
7399 3378 5
1544 1313 1
9079 1825 3
8298 7255 6
2802 3421 8
9696 8475 3
8418 8697 7
460 7487 7
757 3388 4
9724 9027 5
2949 7974 1
8202 4860 6
2282 3052 10
5657 5364 9
182 5016 9
552 6403 6
971 2216 7
2862 8948 8
8580 3544 1
7099 3431 7
8452 6758 7
9117 9293 3
6867 3072 1
6130 1292 8
548 1216 8
3104 8554 3
7243 2632 3
937 6825 3
820 7565 3
4637 8637 7
7593 7763 1
2509 638 4
612 5979 7
9346 3904 5
8225 634 10
746 9692 1
4401 4035 3
8923 6284 4
7262 7234 6
8210 4868 1
5481 7442 8
9520 1894 8
919 8819 8
5601 8884 9
1889 2834 8
6051 6602 3
630 7278 10
266 8203 4
1997 4694 9
4615 864 6
1786 4475 4
9049 917 1
2186 3974 2
7981 9662 4
7036 8551 2
9816 5321 7
5043 1153 6
7584 3487 9
9947 3076 2
7668 8644 4
2342 4966 9
993 4420 9
9312 215 3
7422 8985 10
305 6904 6
7155 3422 10
2862 6881 8
1633 8417 5
9273 4616 4
4487 3158 2
5264 9774 5
6998 3941 9
2577 455 3
4979 1578 9
1811 1989 10
5122 9411 9
8194 3090 10
8908 3887 2
6468 7111 1
8495 6778 6
5859 5072 9
2079 5966 4
6532 7760 1
4889 9776 3
2777 7065 4
3241 8215 10
5235 6241 3
9022 7861 9
9832 9112 6
7873 8661 10
8608 7979 2
3634 7554 3
3367 6746 6
6965 4248 8
4334 9168 9
7464 5509 10
1139 2273 6
7582 5281 10
4686 9763 5
60 6768 6
3491 8748 8
1457 7622 2
1465 9955 9
4225 9128 9
6007 2590 10
6294 2765 8
353 9715 10
424 6845 7
9053 1613 8
3024 1116 3
522 6417 5
5539 8550 7
7753 862 6
9158 4177 9
3077 2275 6
6908 6919 2
825 4507 3
7001 9918 7
4040 4516 4
6945 7027 3
5861 2571 4
312 4437 1
2625 8430 9
5466 3589 2
4641 3385 10
3579 75 2
8356 7303 1
3402 1152 5
2333 149 3
8124 9124 6
4221 9863 5
460 84 5
1132 401 10
350 365 6
2356 8598 4
6859 4596 10
4367 4358 9
341 2569 7
1019 3665 1
6369 3918 2
8619 1240 5
8677 7492 4
9958 990 3
2916 3413 5
972 5436 1
6374 4600 8
2214 5362 6
6543 4257 10
9638 6373 2
1187 9152 8
200 8616 8
3865 7229 9
5214 7023 3
3073 8652 9
9518 5066 1
2898 1543 4
8685 2248 9
8321 2340 2
4454 3771 3
627 4861 6
456 4305 8
3467 9861 3
1389 6230 10
8745 4202 6
7389 1643 2
8130 8500 2
286 954 9
3660 686 2
6353 2828 2
3178 6413 4
4157 2724 5
780 7641 4
9925 1560 8
8646 4382 3
3082 3425 8
4817 2894 9
824 9465 7
9982 4905 7
8602 7267 8
8330 3634 4
9216 5681 8
8251 1834 5
9723 1039 9
5160 5849 1
6012 4160 2
4021 913 3
3916 7867 2
5401 1506 9
7000 8518 8
7740 4367 3
778 6497 9
560 9452 5
8037 6143 2
6853 1302 8
1122 3005 8
7015 508 5
7169 3845 9
8501 1943 1
5358 287 2
5680 3411 7
6289 339 8
8064 2027 7
438 105 1
7889 4016 5
6983 8256 8
4856 5990 3
2089 6465 7
8225 833 9
9087 3407 2
3171 4222 3
7910 4332 7
9094 8976 5
6448 6671 2
7073 2762 4
9862 7754 9
531 9142 10
2673 9994 4
4783 51 7
668 6184 4
5883 4800 2
7877 5006 6
2556 874 4
9886 5385 4
5486 7524 6
2703 2752 7
3853 6140 9
7711 6389 9
5764 6889 4
5399 9232 8
2606 9001 1
8053 569 7
9402 1074 6
7846 5112 9
5491 8182 1
7091 9184 8
5431 453 6
4477 9745 3
